GeneID	log2Ratio(RKO24T/RKO24C)	Probability
57573	-0.151588616021917	0.105471776837337
8563	-0.0586720136467979	0.416522620253919
10309	0.074922987737893	0.349675150503666
7652	-0.137258149777022	0.104786314597365
80176	0.127885659944705	0.591434702270966
1387	0.0463400011581724	0.265452703105442
55854	-0.073767997989525	0.503039876020743
150275	-0.0708061280862468	0.378524169994636
79572	0.0166018287696449	0.207009596471360
2634	-0.163831491850693	0.106365858019908
1785	-0.0346347136792949	0.300470882756154
440556	0.435368422360723	0.220510222328187
83548	-0.0345480114108805	0.209453418370388
9363	0.875225940436535	0.175329319902247
51599	0.0209464501853563	0.207724861417417
152926	-0.143836802250139	0.341449603624009
693222	5.99884371165163	0.776330690826727
79618	0.138119188925757	0.238570662216129
4893	-0.0483220869361544	0.386332478989092
347517	-0.863977588457838	0.223430887524587
84071	-0.361678207882244	0.193002324611075
7022	-0.00856579902553817	0.0640460153781963
1244	0.619540544831182	0.189247183644275
1638	-0.409552009942192	0.093520891696966
25953	-0.0063806943893579	0.0984681409071944
283693	-0.0408898789990278	0.0966799785420516
439965	-0.173973080959343	0.106961912141622
339263	-0.0507493387159153	0.268731000774870
1969	-0.0588305900848635	0.467515050366573
112812	-0.188724079662076	0.668802527269476
2203	0.824797132856772	0.142814567562735
4358	0.115306627720882	0.602342492698337
91373	0.299654502559428	0.746259760386243
114836	-1.53044281325880	0.209304404839959
79805	0.0636267654073322	0.161620075102819
84275	0.014765774607823	0.146361089586935
10233	-0.180470571942623	0.342582106455266
23788	-0.0161060848483436	0.215950408297073
4836	0.0694575817557908	0.481879954699887
56971	0.201770419513891	0.217172319246588
100996485	0.403822426804438	0.361864457292722
140465	0.00140445833909582	0.069678726828396
84467	0.470003527900454	0.0959647135959945
374395	0.0698251220435928	0.461256482088574
90806	-0.0359514745018181	0.260386243070871
282996	-0.341025599508621	0.0909578589735948
57026	0.0289941268831725	0.270042319842642
57658	0.142515634200914	0.461822733504202
399833	-1.16147383716373	0.228020504261787
9968	0.133187162817289	0.471091375096859
286016	-0.283849891825307	0.328157596709781
56666	-0.214485927852634	0.0866066638850808
1259	-1.02149132426688	0.243368897895929
9961	0.211711141784762	0.631996185253621
8694	-0.0233380762102261	0.193657984144960
57379	-0.106257402061332	0.0833283662156524
5464	-0.0688259843396342	0.51654050187757
11280	0.323213412075444	0.138165345413364
9985	-0.402386565083639	0.285062883709841
171392	-0.106426075397708	0.423973296775347
29998	-0.0265845079218528	0.134261190916135
83547	0.113938287635628	0.499195326935686
3475	-0.21198636751217	0.651576563151934
55109	0.0301406400146221	0.20200274184896
8193	-0.157868984304418	0.350807653334923
143241	1.47382652511125	0.420903618048519
6327	-0.30946593638714	0.0903021994397091
55814	-0.0182756657111469	0.131638552780592
65059	-0.0122180695244300	0.0926566132204804
728640	-0.423973514647481	0.122459319306193
117854	-0.808463145467245	0.142605948620135
728689	-0.248021531188411	0.112058174882279
1203	0.155590104753049	0.577189008761996
91664	-0.0223249318963543	0.110657447696251
4261	0.270724125867699	0.088663050604995
51109	0.242128660621398	0.726768790606187
100289092	0.165724563548236	0.435864576503547
55720	-0.0710256558761864	0.491118793586458
10919	0.0653824790621695	0.437324909101746
10390	0.0856927214292901	0.421112236991119
84649	0.210626744999499	0.437950765929546
2359	-1.05763620736797	0.158460988257734
646960	-1.32848620006760	0.204327352923645
29842	0.0572533053833299	0.161620075102819
100505989	0.385210137517094	0.143768254157477
9683	0.0556787697901016	0.2530249746677
153527	0.00674204742560898	0.151069917148477
266629	0.0306154511528008	0.0798712523097097
8611	0.0841358538554772	0.273410025630327
6631	-0.0194384262125940	0.236216248435358
51322	-0.0317635004627156	0.293616260356440
79154	0.0322534365120782	0.217768373368302
4094	-0.122315033613803	0.083477379746081
23171	-0.109804135059530	0.465518269058831
5970	0.0251642325856502	0.297729033796269
4704	0.0481146072348330	0.412350241401919
1266	-0.0194522066936865	0.232282291232044
221491	0.134811941699482	0.562764499016511
79924	-0.523734556317004	0.212374083566788
3419	-0.0456829386195504	0.39628658282172
80032	0.233241434002252	0.56735411575371
344875	1.26553849564716	0.347827382726352
23416	-0.225243698284020	0.110746855814508
79982	-0.0436122676548692	0.275555820468499
10430	0.0893712449835639	0.568486618584968
260425	0.0912014662458478	0.170829111283305
10052	-0.0771353321197412	0.158282172021220
39	0.200124542577046	0.704744590808845
7514	-0.0886011661392534	0.568933659176253
51751	-1.04303959300896	0.470614531799487
51025	-0.224466663145929	0.612862847946594
10300	-0.00318109799496243	0.069678726828396
79823	0.208618949949547	0.486082136257972
25854	-0.060564068172083	0.144006675806163
348980	-0.0731618976996694	0.0818680336174525
8091	-0.0607292192148296	0.432765095070632
60436	-0.0607887299535916	0.383113786731835
1	0.0702441257340114	0.0818680336174525
506	-0.0451151110562574	0.443941109852775
51058	0.0333325872698183	0.165256005245276
23318	-0.0358311874769387	0.22563628777493
100534611	0.0419805265172647	0.0804375037253383
100507173	0.408745692651063	0.266287178875842
729747	0.133191777625376	0.219407522203016
8100	-0.0934094331688782	0.243339095189843
64777	0.0693802222147602	0.414525838946176
8537	2.38442984578755	0.315163616856411
147700	-0.0429690575326939	0.153483936341420
23379	0.0269192176968598	0.217768373368302
1517	1.26627988533424	0.165464624187876
57062	-0.0287596081271588	0.315431841211182
255758	-0.877446252078682	0.528342373487513
113802	-1.40292496423892	0.206055909876617
57380	-0.128094856400919	0.60454789294868
51667	0.0421741756640566	0.317607438755439
1973	-0.328095411076893	0.189724026941646
8214	0.151295171628710	0.403945878285748
284992	0.0130511630327672	0.0758776896942242
57474	-0.0122249434602422	0.0845204744590809
100500863	4.46503732477184	0.546343207963283
152404	-0.0929069317346133	0.082434285033081
23659	-0.0174590485893022	0.140996602491506
64782	-0.0137818352484086	0.154258806699648
9842	0.295505911226623	0.646688919353877
414899	0.91030953246096	0.202598795970674
8776	-0.00502063393946403	0.0984681409071944
8711	0.0418106380084142	0.212135661918102
81559	0.117649105214183	0.535167193181141
2029	0.0688012412096466	0.5087619955892
57447	0.455978571899188	0.124873338499136
23584	-1.11013375461017	0.340257495380581
201292	0.00546577697470024	0.0984681409071944
283314	-0.254887405423642	0.276956547654527
83443	0.0520033242990632	0.436460630625261
151534	0.233219831957249	0.637539488585564
4218	-0.00354483767608591	0.0732848542647672
23225	0.0999613952335128	0.564969899266853
51138	-0.113452400497001	0.592626810514395
221294	0.0437949543755959	0.265959349108899
727800	0.183908869957621	0.666239494546105
20	0.0660864743847821	0.43055969482029
9808	1.64706300086840	0.274304106812899
80760	0.295400454489821	0.136705012815164
23295	-0.0150793000305604	0.162633367109734
283446	0.0381423849186977	0.0804375037253383
349075	-0.0321959242474376	0.106842701317280
1983	-0.0356981440530338	0.368450855337665
64786	-0.0440108048236622	0.272992787745127
79085	0.161990270660250	0.655033677057877
11152	0.0846337462527838	0.47657507301663
100144596	0.76007494035453	0.140847588961078
468	-0.0811897294669016	0.54768432973714
7247	-0.0184217076187420	0.214251654050188
10327	0.0339578101319265	0.307832151159325
9697	-0.00895744451356396	0.103922036120880
7634	0.057117108768502	0.0812421767896525
90313	0.0403816880576899	0.323776598915182
554235	1.31291074049453	0.166775943255648
163175	-0.755413577749025	0.140847588961078
400999	0.069645407684104	0.113399296656136
8754	-0.0754594221945016	0.515765631519342
126003	0.0233731506567994	0.223907730821959
84816	-0.150057270030687	0.511027001251714
143384	-0.029728160173007	0.2459319306193
26777	-0.666397835636982	0.465309650116231
10083	0.262501657557065	0.0884842343684807
84240	-0.0347325612792472	0.247988317339214
84287	-0.0482080509150705	0.333909518984324
5922	-0.0593136889040913	0.328545031888896
200879	1.64050977843036	0.369464147344579
10787	-0.0228921030482820	0.233444596769387
652965	-0.250060299454778	0.257167550813614
2583	0.288124964821068	0.0894677236693092
57332	0.0999213840868803	0.467366036836145
9401	-0.0429795771635827	0.359003397508494
359821	0.456613881964747	0.357692078440722
23277	-0.0455336910715614	0.417029266257376
7087	0.446859302079061	0.389610776658521
100507250	0.407925413646879	0.184448947964475
154467	-0.0810042298676988	0.437384514513918
112	0.124070733026478	0.461018060439888
9423	0.0258780667775066	0.141145616021935
92017	0.099941341601049	0.200989449842046
26289	-0.0210739554536989	0.0646420694999106
50814	0.265819317054934	0.732252488525958
